Player,Team,Nation,Pos,Age,MP,Starts_x,Min,Ast_x,G-PK,PKatt_x,CrdY,CrdR,xG_x,npxG_x,xAG_x,PrgC_x,PrgP_x,PrgR_x,Ast_x,G-PK,G+A-PK,xG_x,xAG_x,xG+xAG,npxG_x,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_y,PKA,PKsv,PKm,Save%,Gls,Sh_x,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK_x,PK,PKatt,xG_y,npxG_y,npxG/Sh,G-xG,np:G-xG,Cmp_x,Att_x,Cmp%,TotDist_x,PrgDist_x,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Cmp_x,Att_x,Cmp%,Ast_y,xAG_y,xA,A-xAG,KP,1/3_x,PPA,CrsPA,PrgP_y,Live_x,Dead,FK_y,TB,Sw,Crs_x,TI,CK,In,Out,Str,Off_x,Blocks_x,SCA,SCA90,PassLive,PassDead,TO,Sh_y,Fld_x,Def,GCA,GCA90,PassLive,PassDead,TO,Sh_y,Fld_x,Def,Tkl,TklW,Def 3rd_x,Mid 3rd_x,Att 3rd_x,Tkl,Att_y,Tkl%,Lost_x,Blocks_y,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd_y,Mid 3rd_y,Att 3rd_y,Att Pen,Live_y,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_y,PrgDist_y,PrgC_y,1/3_y,CPA,Mis,Dis,Rec,PrgR_y,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,onxG,onxGA,Fls,Fld_y,Off_y,OG,Recov,Won,Lost_y,Won%
Nicolás Domínguez,Nott'ham Forest,ar ARG,"MF,FW",25,26,19,"1,495",2,2,0,4,0,1.3,1.3,1.0,14,91,43,0.12,0.12,0.24,0.08,0.06,0.14,0.08,,,,,,,,,,,,,,,,2,22,6,27.3,1.32,0.36,0.09,0.33,16.9,0,0,0,1.3,1.3,0.06,+0.7,+0.7,714,843,84.7,10894,3223,380,424,89.6,254,298,85.2,45,61,73.8,2,1.0,1.3,+1.0,10,61,16,1,91,817,22,10,2,5,6,4,1,0,1,0,4,13,35,2.11,33,0,0,2,0,0,2,0.12,2,0,0,0,0,0,63,34,35,27,1,23,48,47.9,25,31,5,26,18,81,24,0,1049,39,266,542,248,33,1049,17,7,41.2,8,47.1,492,2030,1106,14,13,2,21,7,628,43,74,3,7,12,6,0.92,16,27,18.6,20.8,26,16,2,0,108,21,19,52.5
Nicolò Zaniolo,Aston Villa,it ITA,"FW,MF",24,25,9,839,0,2,0,7,0,2.6,2.6,1.0,35,30,60,0.00,0.21,0.21,0.28,0.11,0.39,0.28,,,,,,,,,,,,,,,,2,27,10,37.0,2.90,1.07,0.07,0.20,14.0,0,0,0,2.6,2.6,0.09,-0.6,-0.6,150,228,65.8,2141,550,94,119,79.0,44,62,71.0,6,15,40.0,0,1.0,0.7,-1.0,10,17,5,0,30,225,2,0,0,2,18,1,0,0,0,0,1,23,30,3.23,20,0,2,6,1,1,3,0.32,3,0,0,0,0,0,19,9,10,7,2,9,17,52.9,8,13,0,13,1,20,11,0,402,11,53,171,184,60,402,48,13,27.1,30,62.5,268,1854,915,35,16,15,31,36,284,60,61,0,16,18,5,1.60,17,13,13.1,14.7,24,21,0,0,36,7,14,33.3
Noni Madueke,Chelsea,eng ENG,FW,21,23,13,"1,053",2,4,1,2,0,2.5,1.7,2.6,76,52,136,0.17,0.34,0.51,0.21,0.23,0.44,0.14,,,,,,,,,,,,,,,,5,31,12,38.7,2.65,1.03,0.13,0.33,19.0,0,1,1,2.5,1.7,0.05,+2.5,+2.3,412,486,84.8,5511,1281,268,294,91.2,115,136,84.6,13,20,65.0,2,2.6,2.0,-0.6,20,23,13,2,52,472,10,2,2,0,22,6,2,1,0,0,4,6,51,4.35,34,1,8,2,6,0,8,0.68,4,0,1,0,3,0,16,10,8,4,4,11,34,32.4,23,11,0,11,4,20,14,0,666,18,85,224,373,77,665,86,37,43.0,37,43.0,428,3556,2191,76,36,38,25,14,504,136,70,2,10,14,10,1.74,28,19,23.8,18.3,8,19,3,0,54,7,10,41.2
Nuno Tavares,Nott'ham Forest,pt POR,DF,23,8,5,457,0,0,0,2,0,0.2,0.2,0.5,14,24,12,0.00,0.00,0.00,0.03,0.10,0.13,0.03,,,,,,,,,,,,,,,,0,7,1,14.3,1.38,0.20,0.00,0.00,26.1,0,0,0,0.2,0.2,0.02,-0.2,-0.2,201,274,73.4,2954,1132,117,136,86.0,69,96,71.9,11,28,39.3,0,0.5,0.4,-0.5,2,14,2,0,24,225,48,8,0,4,16,39,1,0,1,0,1,7,9,1.77,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,11,7,9,1,1,8,9,88.9,1,6,0,6,1,12,21,0,343,20,118,123,109,6,343,9,6,66.7,3,33.3,166,940,564,14,12,2,10,4,186,12,80,4,3,20,5,1.13,8,9,6.7,5.2,8,2,0,0,33,3,2,60.0
Nélson Semedo,Wolves,pt POR,"DF,MF",29,36,36,"3,084",1,0,0,10,1,1.3,1.3,1.7,103,138,150,0.03,0.00,0.03,0.04,0.05,0.09,0.04,,,,,,,,,,,,,,,,0,17,4,23.5,0.50,0.12,0.00,0.00,19.7,0,0,0,1.3,1.3,0.07,-1.3,-1.3,1474,1849,79.7,21759,7306,876,969,90.4,495,616,80.4,69,158,43.7,1,1.7,1.8,-0.7,24,101,25,10,138,1571,273,25,2,9,80,248,0,0,0,0,5,42,60,1.75,46,0,3,2,6,3,3,0.09,2,0,0,0,0,1,79,48,52,19,8,38,64,59.4,26,44,8,36,36,115,85,1,2232,136,742,993,528,37,2232,90,51,56.7,29,32.2,1237,7650,4324,103,63,14,57,36,1376,150,86,27,0,N/a,0,1.19,45,60,42.0,61.2,48,30,1,0,188,22,27,44.9
Odeluga Offiah,Brighton,eng ENG,DF,20,4,1,128,0,0,0,0,0,0.0,0.0,0.0,9,4,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,63,80,78.8,851,196,39,41,95.1,21,24,87.5,2,7,28.6,0,0.0,0.0,0.0,0,1,1,0,4,70,9,0,0,0,3,9,0,0,0,0,1,5,4,2.81,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0,87,1,31,27,31,2,87,6,4,66.7,1,16.7,59,418,268,9,5,1,1,0,64,9,73,0,3,18,4,0.25,1,3,1.9,2.2,2,2,0,0,4,1,1,50.0
Odisseas Vlachodimos,Nott'ham Forest,gr GRE,GK,29,5,5,450,0,0,0,0,0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.01,0.01,0.00,12,2.40,22,10,50.0,1,0,4,1,20.0,1,1,0,0,0.0,0,0,0,N/a,0.00,0.00,N/a,N/a,N/a,0,0,0,0.0,0.0,N/a,0.0,0.0,141,176,80.1,3965,2847,21,21,100.0,73,73,100.0,47,80,58.8,0,0.0,0.0,0.0,1,0,0,0,1,119,55,11,0,0,0,0,0,0,0,0,2,0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,181,140,179,2,0,0,181,0,0,N/a,0,N/a,94,476,265,0,0,0,0,0,89,0,90,5,0,N/a,14,0.60,6,12,4.9,7.5,0,1,0,0,4,0,0,N/a
Odsonne Édouard,Crystal Palace,fr FRA,"FW,MF",25,30,17,"1,555",0,7,0,4,0,6.2,6.2,1.2,33,36,100,0.00,0.41,0.41,0.36,0.07,0.43,0.36,,,,,,,,,,,,,,,,7,51,19,37.3,2.95,1.10,0.14,0.37,13.7,3,0,0,6.2,6.2,0.12,+0.8,+0.8,249,350,71.1,3106,704,164,207,79.2,61,80,76.3,7,11,63.6,0,1.2,1.1,-1.2,18,12,15,1,36,338,9,0,4,0,10,0,1,0,0,0,3,20,45,2.60,29,0,7,7,1,1,2,0.12,2,0,0,0,0,0,24,12,8,8,8,4,19,21.1,15,17,1,16,6,30,19,0,597,18,59,222,326,98,597,50,19,38.0,24,48.0,341,1762,877,33,18,25,55,26,415,100,81,5,13,14,3,1.23,14,24,19.6,20.6,31,22,9,0,38,30,54,35.7
Ola Aina,Nott'ham Forest,ng NGA,DF,26,22,20,"1,692",1,1,0,3,0,0.3,0.3,0.9,53,68,38,0.05,0.05,0.11,0.01,0.05,0.06,0.01,,,,,,,,,,,,,,,,1,11,1,9.1,0.59,0.05,0.09,1.00,26.6,0,0,0,0.3,0.3,0.02,+0.7,+0.7,603,802,75.2,9610,4012,328,374,87.7,217,284,76.4,45,99,45.5,1,0.9,1.0,+0.1,11,58,13,6,68,649,150,12,2,2,28,138,0,0,0,0,3,17,38,2.02,25,5,3,1,3,1,1,0.05,1,0,0,0,0,0,47,31,31,12,4,29,41,70.7,12,19,3,16,18,65,51,1,1019,62,340,462,228,13,1019,45,27,60.0,14,31.1,494,3139,1830,53,29,11,24,10,539,38,84,9,2,5,3,1.00,27,39,23.3,28.6,18,25,2,0,97,16,12,57.1
Oleksandr Zinchenko,Arsenal,ua UKR,DF,26,27,20,"1,722",2,1,0,2,0,0.6,0.6,2.5,40,229,58,0.10,0.05,0.16,0.03,0.13,0.16,0.03,,,,,,,,,,,,,,,,1,17,3,17.6,0.89,0.16,0.06,0.33,24.0,0,0,0,0.6,0.6,0.03,+0.4,+0.4,1374,1568,87.6,23132,6928,653,706,92.5,601,667,90.1,95,134,70.9,2,2.5,2.9,-0.5,29,154,49,4,229,1395,165,46,11,5,30,119,0,0,0,0,8,14,67,3.50,64,1,1,1,0,0,6,0.31,5,1,0,0,0,0,50,30,19,24,7,35,52,67.3,17,18,3,15,20,70,26,2,1729,46,335,885,519,28,1729,14,7,50.0,5,35.7,1013,4792,2334,40,28,7,10,15,1178,58,79,7,7,21,5,2.26,38,15,38.5,12.1,7,9,1,0,104,27,16,62.8
Oliver Arblaster,Sheffield Utd,eng ENG,MF,19,12,11,943,0,0,0,2,0,0.0,0.0,0.7,13,43,4,0.00,0.00,0.00,0.00,0.07,0.07,0.00,,,,,,,,,,,,,,,,0,1,1,100.0,0.10,0.10,0.00,0.00,16.6,0,0,0,0.0,0.0,0.04,0.0,0.0,349,438,79.7,5894,1788,173,200,86.5,146,166,88.0,26,50,52.0,0,0.7,0.9,-0.7,11,37,6,0,43,406,29,13,0,2,7,0,6,3,0,0,3,8,23,2.20,19,2,0,1,0,1,2,0.19,1,0,0,1,0,0,23,14,11,8,4,7,15,46.7,8,17,7,10,15,38,9,0,551,31,135,331,93,4,551,25,17,68.0,6,24.0,277,1489,634,13,12,3,13,8,313,4,83,7,1,27,2,0.25,13,28,14.0,20.3,10,12,0,1,52,9,15,37.5
Oliver McBurnie,Sheffield Utd,sct SCO,FW,27,21,15,"1,280",3,4,2,7,2,6.9,5.3,2.0,6,30,60,0.21,0.28,0.49,0.48,0.14,0.62,0.37,,,,,,,,,,,,,,,,6,31,15,48.4,2.18,1.05,0.13,0.27,11.9,0,2,2,6.9,5.3,0.17,-0.9,-1.3,242,408,59.3,2917,746,163,256,63.7,57,97,58.8,4,7,57.1,3,2.0,2.0,+1.0,12,27,5,1,30,400,3,0,1,1,5,0,0,0,0,0,5,14,29,2.04,24,0,0,2,3,0,7,0.49,6,0,0,0,1,0,17,7,4,7,6,5,12,41.7,7,18,2,16,5,22,28,0,583,31,68,288,230,74,581,17,6,35.3,10,58.8,245,923,305,6,11,4,25,18,420,60,75,6,6,25,3,0.29,20,40,18.2,25.8,19,27,4,0,41,110,113,49.3
Oliver Norwood,Sheffield Utd,nir NIR,MF,32,27,16,"1,440",0,0,1,8,0,1.1,0.3,0.6,3,73,10,0.00,0.00,0.00,0.07,0.04,0.11,0.02,,,,,,,,,,,,,,,,1,14,5,35.7,0.87,0.31,0.00,0.00,32.9,0,1,1,1.1,0.3,0.02,-0.1,-0.3,634,911,69.6,12291,4646,246,296,83.1,262,321,81.6,105,253,41.5,0,0.6,1.2,-0.6,17,67,11,2,73,813,95,55,2,8,52,1,35,5,25,2,3,10,32,2.00,19,12,0,1,0,0,1,0.06,1,0,0,0,0,0,41,26,18,18,5,20,47,42.6,27,24,9,15,21,62,39,0,1068,65,327,575,170,6,1067,3,1,33.3,1,33.3,470,1695,666,3,5,0,9,4,630,10,82,12,11,11,9,0.44,12,47,12.2,35.8,15,9,0,0,98,14,16,46.7
Oliver Skipp,Tottenham,eng ENG,"MF,DF",22,21,5,707,0,0,0,3,0,0.7,0.7,0.6,8,37,25,0.00,0.00,0.00,0.09,0.07,0.16,0.09,,,,,,,,,,,,,,,,0,4,1,25.0,0.51,0.13,0.00,0.00,13.7,0,0,0,0.7,0.7,0.17,-0.7,-0.7,351,383,91.6,5258,1454,199,210,94.8,123,131,93.9,19,24,79.2,0,0.6,0.5,-0.6,7,37,3,0,37,366,16,8,1,0,1,8,0,0,0,0,1,2,14,1.78,13,0,0,1,0,0,2,0.25,2,0,0,0,0,0,18,12,9,6,3,11,18,61.1,7,12,1,11,3,21,9,0,448,14,90,257,102,13,448,3,2,66.7,1,33.3,226,831,399,8,4,1,9,6,319,25,73,1,16,21,10,1.90,15,17,14.7,17.0,8,12,0,0,36,3,10,23.1
Ollie Watkins,Aston Villa,eng ENG,FW,27,37,37,"3,217",13,19,0,4,0,16.8,16.8,7.3,62,55,214,0.36,0.53,0.90,0.47,0.21,0.68,0.47,,,,,,,,,,,,,,,,19,107,47,43.9,2.99,1.31,0.18,0.40,12.8,0,0,0,16.8,16.8,0.16,+2.2,+2.2,459,609,75.4,5830,932,293,363,80.7,124,164,75.6,9,19,47.4,13,7.3,4.2,+5.7,45,23,22,0,55,586,21,1,5,1,13,4,0,0,0,0,2,17,100,2.80,70,0,7,18,4,1,26,0.73,15,0,2,7,2,0,12,7,0,5,7,5,11,45.5,6,26,4,22,4,16,20,0,958,28,56,369,542,215,958,63,26,41.3,31,49.2,581,3085,1465,62,37,41,78,57,761,214,87,27,0,N/a,0,1.84,72,56,60.6,54.9,22,41,16,0,64,49,80,38.0
Orel Mangala,Nott'ham Forest,be BEL,MF,25,20,19,"1,563",0,1,0,6,0,0.8,0.8,0.2,13,45,14,0.00,0.06,0.06,0.05,0.01,0.06,0.05,,,,,,,,,,,,,,,,1,10,1,10.0,0.58,0.06,0.10,1.00,18.9,0,0,0,0.8,0.8,0.08,+0.2,+0.2,570,646,88.2,9021,2312,292,321,91.0,225,247,91.1,37,47,78.7,0,0.2,0.3,-0.2,6,39,1,0,45,639,5,4,1,2,2,0,0,0,0,0,2,6,20,1.15,17,0,0,0,1,2,2,0.12,1,0,0,0,0,1,27,13,16,10,1,14,29,48.3,15,12,6,6,26,53,32,0,819,46,245,471,116,9,819,30,13,43.3,13,43.3,429,2097,961,13,11,1,17,18,529,14,82,10,1,4,1,0.85,16,31,17.3,24.7,23,21,0,0,74,9,3,75.0
Oscar Bobb,Manchester City,no NOR,"FW,MF",20,14,2,302,1,1,0,0,0,1.4,1.4,1.2,13,25,38,0.30,0.30,0.60,0.41,0.37,0.78,0.41,,,,,,,,,,,,,,,,1,4,1,25.0,1.19,0.30,0.25,1.00,11.1,0,0,0,1.4,1.4,0.35,-0.4,-0.4,155,177,87.6,2056,478,101,107,94.4,44,51,86.3,4,4,100.0,1,1.2,1.3,-0.2,9,3,19,1,25,169,8,3,3,0,5,4,1,0,0,0,0,5,22,6.56,16,0,4,1,1,0,6,1.79,3,0,2,0,1,0,7,3,1,2,4,2,4,50.0,2,4,0,4,5,12,1,0,219,4,13,36,173,27,219,18,11,61.1,6,33.3,139,671,395,13,5,5,6,6,159,38,75,1,12,13,21,2.57,12,5,9.3,3.1,2,3,0,0,17,1,2,33.3
Pablo Fornals,West Ham,es ESP,"MF,FW",27,15,4,426,0,0,0,0,0,0.3,0.3,0.3,4,29,27,0.00,0.00,0.00,0.07,0.07,0.13,0.07,,,,,,,,,,,,,,,,0,7,3,42.9,1.48,0.63,0.00,0.00,20.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,162,210,77.1,2602,713,83,96,86.5,60,75,80.0,12,20,60.0,0,0.3,0.3,-0.3,5,19,6,1,29,204,6,2,0,2,8,2,0,0,0,0,0,6,16,3.37,13,0,0,0,1,2,1,0.21,0,0,0,0,0,1,10,6,4,3,3,5,16,31.3,11,8,1,7,6,16,7,0,277,7,53,128,98,20,277,12,6,50.0,5,41.7,156,645,256,4,7,2,8,8,176,27,78,2,11,11,6,1.67,6,9,6.7,9.6,3,5,1,0,26,3,6,33.3
Pablo Sarabia,Wolves,es ESP,"MF,FW",31,30,20,"1,745",7,2,2,5,0,5.5,3.9,5.9,41,109,137,0.36,0.10,0.46,0.28,0.30,0.59,0.20,,,,,,,,,,,,,,,,4,44,16,36.4,2.27,0.83,0.05,0.13,19.1,7,2,2,5.5,3.9,0.09,-1.5,-1.9,684,976,70.1,11034,3731,377,439,85.9,195,263,74.1,73,168,43.5,7,5.9,4.9,+1.1,51,59,40,6,109,837,130,34,9,7,131,7,71,37,19,10,9,44,87,4.49,49,26,2,4,5,1,11,0.57,7,4,0,0,0,0,20,13,8,8,4,12,36,33.3,24,17,1,16,10,30,9,0,1172,13,137,552,495,55,1170,43,17,39.5,22,51.2,687,3304,1501,41,52,9,41,23,822,137,77,5,10,20,7,1.33,31,27,26.9,30.9,21,25,9,0,90,7,21,25.0
Pape Matar Sarr,Tottenham,sn SEN,MF,20,34,27,"2,069",3,3,0,9,0,3.4,3.4,2.2,43,150,90,0.13,0.13,0.26,0.15,0.10,0.25,0.15,,,,,,,,,,,,,,,,3,36,13,36.1,1.57,0.57,0.08,0.23,17.6,0,0,0,3.4,3.4,0.10,-0.4,-0.4,1179,1349,87.4,17118,4177,662,718,92.2,402,453,88.7,52,77,67.5,3,2.2,2.1,+0.8,20,108,23,4,150,1329,18,5,6,3,25,9,1,0,0,0,2,27,52,2.26,43,0,0,3,2,4,7,0.30,6,0,0,1,0,0,34,24,11,17,6,15,36,41.7,21,21,5,16,31,65,28,1,1582,64,283,830,486,44,1582,38,19,50.0,17,44.7,1041,5912,2263,43,58,3,37,15,1197,90,71,4,7,23,0,1.79,40,27,37.6,34.2,32,17,0,0,144,24,27,47.1
Pascal Groß,Brighton,de GER,"MF,DF",32,36,34,"3,114",10,3,1,6,0,6.5,5.7,8.1,83,302,180,0.29,0.09,0.38,0.19,0.24,0.42,0.16,,,,,,,,,,,,,,,,4,54,18,33.3,1.56,0.52,0.06,0.17,19.8,4,1,1,6.5,5.7,0.11,-2.5,-2.7,2774,3223,86.1,42905,13360,1583,1674,94.6,914,1035,88.3,193,359,53.8,10,8.1,9.2,+1.9,103,242,73,27,302,2903,309,120,5,16,238,47,133,56,57,3,11,41,185,5.35,114,54,5,9,2,1,16,0.46,9,2,4,1,0,0,70,46,33,21,16,31,72,43.1,41,41,8,33,22,92,32,3,3534,133,826,1681,1050,70,3533,30,16,53.3,13,43.3,2284,10055,5189,83,69,8,35,28,2736,180,90,32,2,33,0,1.25,50,50,52.1,50.3,23,27,3,0,144,14,17,45.2
Pau Torres,Aston Villa,es ESP,DF,26,29,27,"2,464",0,2,0,1,0,1.0,1.0,0.4,42,128,16,0.00,0.07,0.07,0.04,0.02,0.05,0.04,,,,,,,,,,,,,,,,2,12,5,41.7,0.44,0.18,0.17,0.40,15.4,0,0,0,1.0,1.0,0.08,+1.0,+1.0,1562,1788,87.4,29096,9616,524,566,92.6,887,952,93.2,126,226,55.8,0,0.4,0.7,-0.4,8,141,12,1,128,1663,120,79,1,26,8,5,0,0,0,0,5,9,23,0.84,22,1,0,0,0,0,1,0.04,1,0,0,0,0,0,29,18,17,11,1,14,30,46.7,16,28,12,16,14,43,75,0,1985,281,989,873,141,22,1985,28,17,60.7,9,32.1,1398,9039,5917,42,42,0,9,13,1456,16,88,25,2,45,5,2.07,57,37,46.4,39.9,18,10,2,0,127,23,22,51.1
Pedro Neto,Wolves,pt POR,"FW,MF",23,20,18,"1,516",9,2,0,4,0,3.5,3.5,4.4,98,54,149,0.53,0.12,0.65,0.21,0.26,0.47,0.21,,,,,,,,,,,,,,,,2,36,12,33.3,2.14,0.71,0.06,0.17,16.8,3,0,0,3.5,3.5,0.10,-1.5,-1.5,538,722,74.5,8269,1984,308,354,87.0,154,210,73.3,49,98,50.0,9,4.4,3.7,+4.6,38,23,29,12,54,645,73,23,1,5,115,14,34,16,10,2,4,17,75,4.45,41,15,8,4,7,0,14,0.83,8,2,2,1,1,0,7,3,3,2,2,5,15,33.3,10,5,1,4,5,12,2,0,904,4,63,358,505,83,904,88,37,42.0,42,47.7,581,4915,2615,98,65,42,44,20,683,149,83,12,2,12,1,1.40,22,27,21.8,29.4,15,21,2,0,79,4,18,18.2
Pedro Porro,Tottenham,es ESP,DF,23,35,35,"3,089",7,3,0,3,0,2.9,2.9,7.2,57,194,158,0.20,0.09,0.29,0.09,0.21,0.30,0.09,,,,,,,,,,,,,,,,3,53,12,22.6,1.54,0.35,0.06,0.25,21.0,4,0,0,2.9,2.9,0.06,+0.1,+0.1,1806,2369,76.2,27440,10519,1057,1171,90.3,579,745,77.7,121,297,40.7,7,7.2,6.0,-0.2,51,135,48,10,194,1907,451,56,14,11,198,295,100,36,36,1,11,68,107,3.12,66,28,4,5,4,0,12,0.35,9,3,0,0,0,0,91,63,43,34,14,62,120,51.7,58,63,18,45,34,125,102,3,2786,161,783,1098,929,69,2786,57,26,45.6,24,42.1,1369,5484,2925,57,46,10,37,15,1670,158,88,31,0,N/a,1,1.77,66,54,61.9,57.8,37,27,1,0,199,15,14,51.7
Pelly Ruddock Mpanzu,Luton Town,cd COD,MF,30,27,11,"1,101",0,0,0,1,0,0.6,0.6,0.4,10,34,15,0.00,0.00,0.00,0.05,0.04,0.09,0.05,,,,,,,,,,,,,,,,0,11,1,9.1,0.90,0.08,0.00,0.00,19.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,268,364,73.6,4413,1102,123,141,87.2,110,143,76.9,16,36,44.4,0,0.4,1.4,-0.4,6,17,13,2,34,338,24,7,0,7,11,8,2,0,0,0,2,13,19,1.55,12,1,2,1,2,1,0,0.00,0,0,0,0,0,0,13,5,6,6,1,5,9,55.6,4,15,7,8,9,22,16,3,481,30,114,240,130,15,481,16,9,56.3,6,37.5,235,961,378,10,7,5,12,16,270,15,74,3,16,18,11,0.70,13,29,11.0,28.9,9,14,0,0,54,12,19,38.7
Pervis Estupiñán,Brighton,ec ECU,DF,25,19,15,"1,243",3,2,0,4,0,1.0,1.0,3.5,47,83,88,0.22,0.14,0.36,0.07,0.25,0.32,0.07,,,,,,,,,,,,,,,,2,11,6,54.5,0.80,0.43,0.18,0.33,18.8,0,0,0,1.0,1.0,0.09,+1.0,+1.0,809,962,84.1,11736,3617,480,524,91.6,270,313,86.3,32,64,50.0,3,3.5,2.3,-0.5,26,66,25,11,83,851,107,22,1,3,65,73,12,6,2,0,4,20,42,3.04,37,3,1,1,0,0,2,0.14,2,0,0,0,0,0,26,13,12,11,3,14,30,46.7,16,14,4,10,21,47,20,0,1109,56,256,546,316,37,1109,23,9,39.1,9,39.1,693,3046,1806,47,30,13,20,6,735,88,76,9,4,24,1,1.47,23,26,21.6,25.8,22,17,5,1,90,12,14,46.2
Phil Foden,Manchester City,eng ENG,"FW,MF",23,35,33,"2,857",8,19,0,2,0,10.3,10.3,8.4,93,168,269,0.25,0.60,0.85,0.33,0.26,0.59,0.33,,,,,,,,,,,,,,,,19,105,48,45.7,3.31,1.51,0.18,0.40,18.5,4,0,0,10.3,10.3,0.10,+8.7,+8.7,1511,1767,85.5,20347,3769,990,1053,94.0,388,449,86.4,68,135,50.4,8,8.4,6.9,-0.4,73,71,57,5,168,1684,79,19,15,6,89,4,50,26,14,0,4,49,144,4.54,111,9,9,6,8,1,21,0.66,16,1,1,0,3,0,31,20,11,10,10,13,31,41.9,18,30,0,30,13,44,18,1,2146,22,174,785,1211,190,2146,102,47,46.1,46,45.1,1435,6921,3434,93,79,56,62,49,1753,269,85,19,2,25,2,2.34,75,27,65.4,28.8,14,60,5,0,127,6,17,26.1
Philip Billing,Bournemouth,dk DEN,MF,27,29,13,"1,398",2,2,0,3,1,2.5,2.5,3.2,22,53,63,0.13,0.13,0.26,0.16,0.21,0.36,0.16,,,,,,,,,,,,,,,,2,30,8,26.7,1.93,0.52,0.07,0.25,20.6,7,0,0,2.5,2.5,0.08,-0.5,-0.5,404,537,75.2,6037,1791,232,279,83.2,121,153,79.1,31,56,55.4,2,3.2,2.1,-1.2,23,39,15,4,53,518,17,4,0,6,29,5,6,3,1,0,2,17,46,2.96,40,2,1,2,1,0,5,0.32,5,0,0,0,0,0,33,16,7,22,4,9,27,33.3,18,31,5,26,20,53,28,1,755,43,139,337,286,60,755,33,12,36.4,18,54.5,366,1772,798,22,23,6,27,17,438,63,83,6,16,20,4,1.24,18,36,18.8,29.2,19,12,0,0,76,36,24,60.0
Pierre Højbjerg,Tottenham,dk DEN,MF,27,36,8,"1,311",0,0,0,4,0,0.7,0.7,1.2,17,134,29,0.00,0.00,0.00,0.05,0.08,0.13,0.05,,,,,,,,,,,,,,,,0,19,6,31.6,1.30,0.41,0.00,0.00,26.5,3,0,0,0.7,0.7,0.04,-0.7,-0.7,1234,1415,87.2,20132,7286,652,718,90.8,440,480,91.7,100,142,70.4,0,1.2,1.5,-1.2,9,160,12,1,134,1364,41,31,2,12,14,8,2,0,0,0,10,14,39,2.68,36,0,2,1,0,0,2,0.14,2,0,0,0,0,0,32,18,13,17,2,13,34,38.2,21,21,7,14,19,51,30,3,1585,63,377,913,310,16,1585,23,12,52.2,10,43.5,1012,4237,1820,17,25,2,20,9,1230,29,83,4,28,23,2,1.81,31,28,27.6,25.4,20,17,0,1,121,8,13,38.1
Radu Drăgușin,Tottenham,ro ROU,DF,21,9,4,429,0,0,0,1,0,0.1,0.1,0.0,5,8,1,0.00,0.00,0.00,0.03,0.00,0.03,0.03,,,,,,,,,,,,,,,,0,1,0,0.0,0.21,0.00,0.00,N/a,10.4,0,0,0,0.1,0.1,0.14,-0.1,-0.1,326,370,88.1,5633,1782,130,148,87.8,185,198,93.4,8,16,50.0,0,0.0,0.0,0.0,0,10,0,0,8,352,18,8,1,0,0,1,0,0,0,0,0,3,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5,3,5,0,0,3,3,100.0,0,5,4,1,8,13,19,0,411,44,217,189,7,2,411,3,1,33.3,1,33.3,284,1550,738,5,2,1,1,1,312,1,90,4,5,14,9,1.89,10,7,12.8,8.3,6,4,1,0,21,9,6,60.0
Raheem Sterling,Chelsea,eng ENG,"FW,MF",28,31,22,"1,978",4,8,0,7,0,6.5,6.5,4.5,120,78,242,0.18,0.36,0.55,0.29,0.20,0.50,0.29,,,,,,,,,,,,,,,,8,51,21,41.2,2.32,0.96,0.16,0.38,14.5,5,0,0,6.5,6.5,0.13,+1.5,+1.5,538,728,73.9,7091,1775,363,428,84.8,135,191,70.7,18,33,54.5,4,4.5,4.3,-0.5,30,31,35,7,78,716,7,0,11,1,59,6,0,0,0,0,5,34,85,3.87,55,0,15,4,7,4,14,0.64,7,0,4,0,3,0,21,10,7,8,6,12,26,46.2,14,13,0,13,13,34,9,1,1019,8,77,324,638,167,1019,132,45,34.1,70,53.0,744,5113,3063,120,51,65,54,44,821,242,82,9,9,20,3,1.48,41,38,40.7,32.6,34,41,10,0,92,2,14,12.5
